Author	DOB	POB	DOD	POD	Link	identifier
Frans Debrabandere	18 mei 1933	Kuurne			https://www.dbnl.org/auteurs/auteur.php?id=debr001	debr001
E.H. Kossmann	31 januari 1922	Leiden	8 november 2003		https://www.dbnl.org/auteurs/auteur.php?id=koss002	koss002
Piet Apol	12 april 1915	Amsterdam	29 maart 1957	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=apol001	apol001
Th. Govaart	25 december 1921	Leiden	16 januari 2013	Breda	https://www.dbnl.org/auteurs/auteur.php?id=gova001	gova001
J.M. de Jong	23 december 1911	Leiden	12 oktober 1968	Düsseldorf	https://www.dbnl.org/auteurs/auteur.php?id=jong223	jong223
Arie de Froe	7 januari 1907	Arnhem	30 oktober 1992	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=froe001	froe001
Franz Hellens	8 september 1881	Brussel	3 februari 1972	Brussel	https://www.dbnl.org/auteurs/auteur.php?id=hell009	hell009
Marcel Coole	21 augustus 1913	Kortrijk	11 februari 2000	Brussel	https://www.dbnl.org/auteurs/auteur.php?id=cool003	cool003
Bert van Aerschot	3 maart 1917	Lier	november 2001	Mechelen	https://www.dbnl.org/auteurs/auteur.php?id=aers001	aers001
Paul Snoek	17 december 1933	Sint-Niklaas	19 oktober 1981	Tielt	https://www.dbnl.org/auteurs/auteur.php?id=snoe004	snoe004
Elisabeth Eybers	16 februari 1915	Klerksdorp	1 december 2007	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=eybe001	eybe001
Willem Elsschot	7 mei 1882	Antwerpen	31 mei 1960	Antwerpen	https://www.dbnl.org/auteurs/auteur.php?id=elss001	elss001
J. Bruyn	1906				https://www.dbnl.org/auteurs/auteur.php?id=bruy067	bruy067
Reindert Jacobsen	1876		1962		https://www.dbnl.org/auteurs/auteur.php?id=jaco024	jaco024
E.M. Janssen Perio	20 juni 1927		9 september 2009		https://www.dbnl.org/auteurs/auteur.php?id=jans099	jans099
Ary Delen	10 maart 1883	Leuven	17 juni 1960	Antwerpen	https://www.dbnl.org/auteurs/auteur.php?id=dele002	dele002
Gerrit-Hugo Pronk	1935				https://www.dbnl.org/auteurs/auteur.php?id=pron008	pron008
Aleida Gerarda Schot	9 juli 1900	Amsterdam	8 juni 1969	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=scho123	scho123
Willem van Elden	15 april 1899	Den Haag	1983		https://www.dbnl.org/auteurs/auteur.php?id=elde005	elde005
Antonio Machado	1875	Spanje	1939		https://www.dbnl.org/auteurs/auteur.php?id=mach023	mach023
Martin Adán	1907	Peru	1985		https://www.dbnl.org/auteurs/auteur.php?id=adan002	adan002
Manuel Bandeira	19 april 1886	Recife	13 oktober 1968	Rio de Janeiro	https://www.dbnl.org/auteurs/auteur.php?id=band003	band003
Augusto Roa Bastos	13 juni 1917	Iturbe	26 april 2005	Asunción	https://www.dbnl.org/auteurs/auteur.php?id=roab001	roab001
Carlos Drummond de Andrade	31 oktober 1902	Itabira	17 augustus 1987	Rio de Janeiro	https://www.dbnl.org/auteurs/auteur.php?id=drum001	drum001
Cecília Meireles	7 november 1901	Rio de Janeiro	9 november 1964	Rio de Janeiro	https://www.dbnl.org/auteurs/auteur.php?id=meir010	meir010
José-Maria de Heredia	22 november 1842	La Fortuna	2 oktober 1905		https://www.dbnl.org/auteurs/auteur.php?id=here014	here014
Jules Supervielle	16 januari 1884	Montevideo	17 mei 1960	Parijs	https://www.dbnl.org/auteurs/auteur.php?id=supe005	supe005
Erik Lindegren	5 augustus 1910	Luleå	31 mei 1968	Stockholm	https://www.dbnl.org/auteurs/auteur.php?id=lind082	lind082
Amy van Marken	21 juni 1912	Hilversum	15 juni 1995	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=mark011	mark011
Sybren Polet	19 juni 1924	Kampen	19 juli 2015	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=pole001	pole001
Gunnar Ekelöf	1907		1968		https://www.dbnl.org/auteurs/auteur.php?id=ekel005	ekel005
Artur Lundkvist	3 maart 1906	Oderljunga	11 december 1991	Stockholm	https://www.dbnl.org/auteurs/auteur.php?id=lund008	lund008
Edith Södergran	4 april 1892	Raivola	24 juni 1923	Rosjtsjino	https://www.dbnl.org/auteurs/auteur.php?id=sode001	sode001
August von Platen	1796		1835		https://www.dbnl.org/auteurs/auteur.php?id=plat015	plat015
Attila József	1905				https://www.dbnl.org/auteurs/auteur.php?id=jozs001	jozs001
A. Kibédi Varga	1930				https://www.dbnl.org/auteurs/auteur.php?id=kibe001	kibe001
Sándor Weöres	22 juni 1913				https://www.dbnl.org/auteurs/auteur.php?id=weor001	weor001
David Rokeah	1916		1985		https://www.dbnl.org/auteurs/auteur.php?id=roke003	roke003
Pham Van Ky	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=ky__001	ky__001
Makhali-Phal	21 september 1898	Phnom Penh	1965		https://www.dbnl.org/auteurs/auteur.php?id=makh002	makh002
Pierre Brachin	1914		2004		https://www.dbnl.org/auteurs/auteur.php?id=brac005	brac005
Waring Cuney	6 mei 1906		30 juni 1976		https://www.dbnl.org/auteurs/auteur.php?id=cune003	cune003
Leslie M. Collins	14 oktober 1914		23 februari 2014		https://www.dbnl.org/auteurs/auteur.php?id=coll046	coll046
Owen Dodson	28 november 1914		21 juni 1983		https://www.dbnl.org/auteurs/auteur.php?id=dods001	dods001
Don Maquis	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=maqu002	maqu002
Charles Causley	24 augustus 1917	Launceston	4 november 2003		https://www.dbnl.org/auteurs/auteur.php?id=caus002	caus002
S.A. Bonebakker	21 september 1923	Varsseveld	19 november 2005		https://www.dbnl.org/auteurs/auteur.php?id=bone005	bone005
Ed. de Jonghe	1878		1950		https://www.dbnl.org/auteurs/auteur.php?id=jong037	jong037
Pieter Lieftinck	1902		1989		https://www.dbnl.org/auteurs/auteur.php?id=lief021	lief021
J. Prins	1903		1995		https://www.dbnl.org/auteurs/auteur.php?id=prin051	prin051
Egbert Krispyn	1930	Haarlem			https://www.dbnl.org/auteurs/auteur.php?id=kris002	kris002
A. van der Schalk	19de eeuw				https://www.dbnl.org/auteurs/auteur.php?id=scha210	scha210
Charley Toorop	24 maart 1891		5 november 1955	Bergen	https://www.dbnl.org/auteurs/auteur.php?id=toor006	toor006
J.H. Leopold	11 mei 1865		21 juni 1925	Rotterdam	https://www.dbnl.org/auteurs/auteur.php?id=leop004	leop004
John Rädecker	5 september 1885		12 januari 1956	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=rade006	rade006
Evert Straat	1899		1972		https://www.dbnl.org/auteurs/auteur.php?id=stra001	stra001
Paul Rodenko	26 november 1920		9 juni 1976		https://www.dbnl.org/auteurs/auteur.php?id=rode006	rode006
S. de Danser	ca. 1577		1610		https://www.dbnl.org/auteurs/auteur.php?id=dans004	dans004
Claudine Witsen Elias	1897		1987		https://www.dbnl.org/auteurs/auteur.php?id=wits037	wits037
Dick Voerman	1920		1967		https://www.dbnl.org/auteurs/auteur.php?id=voer009	voer009
Li Tai Po	ca. 701		762		https://www.dbnl.org/auteurs/auteur.php?id=lita001	lita001
Wang-seng-yoe	6de eeuw				https://www.dbnl.org/auteurs/auteur.php?id=wang003	wang003
Tu Fu	712		770		https://www.dbnl.org/auteurs/auteur.php?id=tufu001	tufu001
Su Tung po	1036		1101		https://www.dbnl.org/auteurs/auteur.php?id=sutu001	sutu001
Gerrit Borgers	18 september 1917	Brummen	15 januari 1987	Leidschendam	https://www.dbnl.org/auteurs/auteur.php?id=borg006	borg006
Cenne de la Chitarra	13de eeuw	Arezzo	1336	Arezzo	https://www.dbnl.org/auteurs/auteur.php?id=chit002	chit002
G.J. Resink	11 oktober 1911	Yogyakarta	4 september 1997	Jakarta	https://www.dbnl.org/auteurs/auteur.php?id=resi001	resi001
B.M. Baxter	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=baxt001	baxt001
J.H. Loenen	1919				https://www.dbnl.org/auteurs/auteur.php?id=loen022	loen022
Chr.J. van Geel	12 september 1917	Amsterdam	8 maart 1974	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=geel002	geel002
Heere Heeresma	9 maart 1932	Amsterdam	26 juni 2011	Laren	https://www.dbnl.org/auteurs/auteur.php?id=heer010	heer010
Beb Vuyk	11 februari 1905	Rotterdam	24 augustus 1991	Blaricum	https://www.dbnl.org/auteurs/auteur.php?id=vuyk001	vuyk001
J.L. Heldring	21 december 1917	Amsterdam	27 april 2013		https://www.dbnl.org/auteurs/auteur.php?id=held004	held004
W. Banning	21 februari 1888	Makkum	7 januari 1971	Driebergen	https://www.dbnl.org/auteurs/auteur.php?id=bann002	bann002
S. Dresden	5 augustus 1914	Amsterdam	6 mei 2002	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=dres001	dres001
Henri Schadee	1910		1995		https://www.dbnl.org/auteurs/auteur.php?id=scha191	scha191
L.G. Kortenhorst	1886		1963		https://www.dbnl.org/auteurs/auteur.php?id=kort020	kort020
P.M. Boer-den Hoed	6 juli 1899	Leiden	28 januari 1973	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=boer052	boer052
L.J. Hartog	1924				https://www.dbnl.org/auteurs/auteur.php?id=hart136	hart136
Fred Pfeifer	14 februari 1929	Rotterdam	2000		https://www.dbnl.org/auteurs/auteur.php?id=pfei012	pfei012
Theo Joekes	1 september 1923	Den Haag	16 maart 1999	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=joek001	joek001
Martien J.G. de Jong	20 mei 1929	Steenbergen			https://www.dbnl.org/auteurs/auteur.php?id=jong044	jong044
Victor Varangot	1912		1992		https://www.dbnl.org/auteurs/auteur.php?id=vara001	vara001
S.F. Witstein	22 mei 1920	Rotterdam	11 juli 1978	Alphen a/d Rijn	https://www.dbnl.org/auteurs/auteur.php?id=wits007	wits007
Ton van Oudwijk	11 september 1911	Utrecht	5 november 1990	Utrecht	https://www.dbnl.org/auteurs/auteur.php?id=oudw001	oudw001
Wilfred Smit	24 juni 1933	Soerabaja	13 augustus 1972	Rotterdam	https://www.dbnl.org/auteurs/auteur.php?id=smit022	smit022
Saskia Ferwerda	15 april 1910	Renkum	29 januari 1984	Utrecht	https://www.dbnl.org/auteurs/auteur.php?id=ferw005	ferw005
Catharina Kortebos	14 oktober 1916	Amsterdam			https://www.dbnl.org/auteurs/auteur.php?id=kort001	kort001
Th.G. Sinnige	28 maart 1920		30 november 2005	Arnhem?	https://www.dbnl.org/auteurs/auteur.php?id=sinn007	sinn007
J.G.M. Moormann	24 mei 1889	Goor	5 augustus 1974	Lent	https://www.dbnl.org/auteurs/auteur.php?id=moor012	moor012
Piet Calis	6 juni 1936	Laren			https://www.dbnl.org/auteurs/auteur.php?id=cali002	cali002
Catharina van der Linden	2 november 1909	Schiedam	26 december 2002	Steenwijk	https://www.dbnl.org/auteurs/auteur.php?id=lind012	lind012
Walter Debrock	13 februari 1911	Oostende	juli 1996	Sint-Pieters-Jette	https://www.dbnl.org/auteurs/auteur.php?id=debr009	debr009
B.H.D. Hermesdorf	3 november 1894	Chevremont	3 november 1978	Nijmegen	https://www.dbnl.org/auteurs/auteur.php?id=herm017	herm017
H. Bianchi	14 december 1924	Rotterdam			https://www.dbnl.org/auteurs/auteur.php?id=bian001	bian001
J. Bernlef	14 januari 1937	Sint Pancras	29 oktober 2012	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=bern018	bern018
C.J.E. Dinaux	13 november 1898	Ommen	25 juni 1980	Heerde	https://www.dbnl.org/auteurs/auteur.php?id=dina001	dina001
Victor Spoor	16 juni 1921				https://www.dbnl.org/auteurs/auteur.php?id=spoo004	spoo004
C.P. Gunning	1886		1960		https://www.dbnl.org/auteurs/auteur.php?id=gunn010	gunn010
Corly Verlooghen	14 december 1932	Paramaribo			https://www.dbnl.org/auteurs/auteur.php?id=verl013	verl013
Louise van Santen	15 mei 1924	Amsterdam	19 september 2014		https://www.dbnl.org/auteurs/auteur.php?id=sant010	sant010
Jan F. de Zanger	4 juli 1932	Schiedam	14 januari 1991	Denemarken	https://www.dbnl.org/auteurs/auteur.php?id=zang001	zang001
Roger Pieters	14 oktober 1922	Halle	1992		https://www.dbnl.org/auteurs/auteur.php?id=piet003	piet003
F. van der Blij	13 mei 1923	Leiden			https://www.dbnl.org/auteurs/auteur.php?id=blij025	blij025
S. Carmiggelt	7 oktober 1913	Den Haag	30 november 1987	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=carm002	carm002
Claude Korban	23 april 1936	Beveren			https://www.dbnl.org/auteurs/auteur.php?id=korb001	korb001
C.J. Greshoff	1920		2007		https://www.dbnl.org/auteurs/auteur.php?id=gres005	gres005
A. Middeldorp	13 december 1921	Scherpenzeel	12 februari 2010	Voorhout	https://www.dbnl.org/auteurs/auteur.php?id=midd002	midd002
Fokke Sierksma	30 mei 1917	Dantumawoude	22 augustus 1977	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=sier005	sier005
Jaap Harten	22 september 1930	Blaricum	2 december 2017	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=hart011	hart011
Mia van der Haegen	1918				https://www.dbnl.org/auteurs/auteur.php?id=haeg003	haeg003
Marcel Leemans	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=leem003	leem003
Marcel van de Velde	28 mei 1898	Brugge	24 oktober 1964		https://www.dbnl.org/auteurs/auteur.php?id=veld018	veld018
Lode de Visscher	7 mei 1925	Wetteren			https://www.dbnl.org/auteurs/auteur.php?id=viss009	viss009
C.O. Jellema	9 september 1936	Groningen	19 maart 2003	Leens	https://www.dbnl.org/auteurs/auteur.php?id=jell001	jell001
B. Nieskens-Isphording	1937				https://www.dbnl.org/auteurs/auteur.php?id=nies005	nies005
Ivo Schöffer	20 mei 1922	Amsterdam	13 januari 2012	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=scho122	scho122
Willem Brakman	13 juni 1922	Den Haag	8 mei 2008	Boekelo Gem. Enschede	https://www.dbnl.org/auteurs/auteur.php?id=brak005	brak005
R.J. Forbes	21 april 1900		13 januari 1973		https://www.dbnl.org/auteurs/auteur.php?id=forb003	forb003
G.W. Ovink	22 oktober 1912	Leiden			https://www.dbnl.org/auteurs/auteur.php?id=ovin001	ovin001
Paul de Wispelaere	4 juli 1928	Brugge	2 december 2016		https://www.dbnl.org/auteurs/auteur.php?id=wisp002	wisp002
Henri Sandberg	18 augustus 1898				https://www.dbnl.org/auteurs/auteur.php?id=sand001	sand001
Eddy de Vries	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=vrie019	vrie019
Wim Hijmans	17 augustus 1926	Groningen	1980		https://www.dbnl.org/auteurs/auteur.php?id=hijm006	hijm006
P. Gros	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=gros010	gros010
Nanne van der Zijpp	2 april 1900		22 januari 1965		https://www.dbnl.org/auteurs/auteur.php?id=zijp001	zijp001
J.I.S. Zonneveld	31 augustus 1918	Kampen	3 juni 1995	Zeist	https://www.dbnl.org/auteurs/auteur.php?id=zonn010	zonn010
Paul R. Rijkens	1942	Amsterdam			https://www.dbnl.org/auteurs/auteur.php?id=rijk023	rijk023
A. Schaafsma	1906				https://www.dbnl.org/auteurs/auteur.php?id=scha249	scha249
B.J. van Eyk	19 december 1899	Amsterdam	15 oktober 1972	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=eyk_012	eyk_012
J.M.J. Kooy	13 juli 1902	Rotterdam	1983		https://www.dbnl.org/auteurs/auteur.php?id=kooy014	kooy014
H.F. van Panhuys	1916		1976		https://www.dbnl.org/auteurs/auteur.php?id=panh018	panh018
Maarten Rooij	17 april 1906	Rotterdam	7 januari 1986	Haarlem	https://www.dbnl.org/auteurs/auteur.php?id=rooi019	rooi019
H. Nieuwenhuis	1904				https://www.dbnl.org/auteurs/auteur.php?id=nieu162	nieu162
J. Kassies	1920		1995		https://www.dbnl.org/auteurs/auteur.php?id=kass002	kass002
Hella S. Haasse	2 februari 1918	Batavia	29 september 2011	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=haas013	haas013
Arie Querido	1901		1983		https://www.dbnl.org/auteurs/auteur.php?id=quer004	quer004
J. Droogleever Fortuyn	12 april 1906	Rotterdam	10 januari 1999	Arnhem	https://www.dbnl.org/auteurs/auteur.php?id=droo016	droo016
M. Gruber	9 november 1921	Dresden	12 november 1990	Haren	https://www.dbnl.org/auteurs/auteur.php?id=grub004	grub004
Nol Gregoor	10 augustus 1912	Den Haag	15 mei 2000	Doorn	https://www.dbnl.org/auteurs/auteur.php?id=greg002	greg002
H.W.F. Stellwag	26 september 1902	Groede	18 maart 1996	Baarn	https://www.dbnl.org/auteurs/auteur.php?id=stel011	stel011
H.P.H. Jansen	4 juli 1928	Amsterdam	9 juni 1985	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=jans098	jans098
H. van Riessen	1911	Bloemendaal	2000		https://www.dbnl.org/auteurs/auteur.php?id=ries005	ries005
Jan Wolkers	26 oktober 1925	Oegstgeest	19 oktober 2007	Den Burg	https://www.dbnl.org/auteurs/auteur.php?id=wolk003	wolk003
Max Nord	1 april 1916	Gorinchem	28 februari 2008	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=nord001	nord001
K. Schippers	6 november 1936	Amsterdam			https://www.dbnl.org/auteurs/auteur.php?id=schi029	schi029
Jacques Hamelink	12 januari 1939	Driewegen (bij Terneuzen)			https://www.dbnl.org/auteurs/auteur.php?id=hame004	hame004
B.V.A. Röling	1906		1985		https://www.dbnl.org/auteurs/auteur.php?id=roli001	roli001
A.L. Constandse	13 september 1899	Brouwershaven	23 maart 1985	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=cons002	cons002
C.A. Zaalberg	27 november 1909	Arnhem	3 april 2004	Oegstgeest	https://www.dbnl.org/auteurs/auteur.php?id=zaal002	zaal002
Francisco Carrasquer	30 juli 1915		7 augustus 2012	Tárrega	https://www.dbnl.org/auteurs/auteur.php?id=carr001	carr001
Tom Kerber	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=kerb007	kerb007
A.J. Dekker	1939				https://www.dbnl.org/auteurs/auteur.php?id=dekk033	dekk033
James Brockway	21 oktober 1916		15 december 2000	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=broc004	broc004
M.D. Ozinga	10 november 1902	Pernis	21 mei 1968	Utrecht	https://www.dbnl.org/auteurs/auteur.php?id=ozin001	ozin001
Karel De Clerck	10 mei 1934	Etterbeek			https://www.dbnl.org/auteurs/auteur.php?id=cler005	cler005
Willem van Toorn	4 november 1935	Amsterdam			https://www.dbnl.org/auteurs/auteur.php?id=toor005	toor005
Lizzy Sara May	28 januari 1918	Amsterdam (Sloten)	13 november 1988	Hoorn	https://www.dbnl.org/auteurs/auteur.php?id=may_001	may_001
François Meyer	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=meye055	meye055
H.A. Combé	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=comb004	comb004
Marcus de Jong	1901		1969		https://www.dbnl.org/auteurs/auteur.php?id=jong149	jong149
Tj.S. Visser	21 november 1898	Amsterdam	27 november 1991	Bussum	https://www.dbnl.org/auteurs/auteur.php?id=viss131	viss131
V.W.D. Schenk	20 mei 1902		30 juni 1989		https://www.dbnl.org/auteurs/auteur.php?id=sche036	sche036
F.J.F.M. Duynstee	1914		1981		https://www.dbnl.org/auteurs/auteur.php?id=duyn039	duyn039
G.A. van Poelje	31 januari 1884	Naaldwijk	7 september 1976	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=poel011	poel011
R.A. Cornets de Groot	3 februari 1929	Bandoeng	6 maart 1991	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=corn012	corn012
H. Leffelaar	20 januari 1929		december 1980		https://www.dbnl.org/auteurs/auteur.php?id=leff001	leff001
Jan Aler	1910		1992		https://www.dbnl.org/auteurs/auteur.php?id=aler001	aler001
Martin J. Klein	1924		2009		https://www.dbnl.org/auteurs/auteur.php?id=klei038	klei038
Burny Every	24 april 1939	Aruba	2006		https://www.dbnl.org/auteurs/auteur.php?id=ever127	ever127
Bernardo Ashetu	4 maart 1929	Kasabaholo	3 augustus 1982	Den Haag	https://www.dbnl.org/auteurs/auteur.php?id=ashe001	ashe001
Erik Vos	1929				https://www.dbnl.org/auteurs/auteur.php?id=vos_068	vos_068
E. Eijkemans	1904		1964		https://www.dbnl.org/auteurs/auteur.php?id=eijk017	eijk017
Han Lammers	1931		2000		https://www.dbnl.org/auteurs/auteur.php?id=lamm007	lamm007
Marko Fondse	9 juni 1932	Haarlem	24 augustus 1999	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=fond002	fond002
Ger Harmsen	1922		2005		https://www.dbnl.org/auteurs/auteur.php?id=harm006	harm006
L.H. Janssen	1921	Maastricht	2009		https://www.dbnl.org/auteurs/auteur.php?id=jans237	jans237
Hans Sleutelaar	22 september 1935	Rotterdam			https://www.dbnl.org/auteurs/auteur.php?id=sleu001	sleu001
Jakobus Kloek					https://www.dbnl.org/auteurs/auteur.php?id=kloe032	kloe032
F.E. Frenkel	1923		2006		https://www.dbnl.org/auteurs/auteur.php?id=fren014	fren014
Leo Ross	15 juli 1934	Zwartsluis	21 december 2014		https://www.dbnl.org/auteurs/auteur.php?id=ross003	ross003
Ewald Vanvugt	16 april 1943	's-Hertogenbosch			https://www.dbnl.org/auteurs/auteur.php?id=vanv002	vanv002
C.B. Vaandrager	26 augustus 1935	Rotterdam	18 maart 1992	Rotterdam	https://www.dbnl.org/auteurs/auteur.php?id=vaan001	vaan001
Felipe M. Lorda Alaiz	1918		1992	Barcelona	https://www.dbnl.org/auteurs/auteur.php?id=lord001	lord001
A. Kramer	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=kram044	kram044
K. Rijsdorp					https://www.dbnl.org/auteurs/auteur.php?id=rijs040	rijs040
W.J.C. Buitendijk	11 april 1906	Amsterdam	25 april 1981	Doorn	https://www.dbnl.org/auteurs/auteur.php?id=buit001	buit001
P. Hummelen	1914				https://www.dbnl.org/auteurs/auteur.php?id=humm006	humm006
W.L. Brugsma	18 juli 1922	Aerdenhout	4 september 1997	Bilthoven	https://www.dbnl.org/auteurs/auteur.php?id=brug027	brug027
G. Puchinger	1 april 1921	Amsterdam	15 september 1999	Lunteren	https://www.dbnl.org/auteurs/auteur.php?id=puch001	puch001
